epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,114.011,1.02823,0.51588,0.95427,0.9887,1,0.98847,0.65725,1.18612,0.46948,1.01414,0.0012872,0.0012872,0.0012872
38,117.798,0.99809,0.51088,0.9483,0.9887,1,0.98763,0.66062,1.19463,0.4865,1.01821,0.0012674,0.0012674,0.0012674
39,120.536,1.01713,0.5157,0.94135,0.98946,0.99906,0.98553,0.65102,1.19994,0.55437,1.02864,0.0012476,0.0012476,0.0012476
40,123.081,0.98574,0.50836,0.92781,0.98855,1,0.98816,0.64818,1.21579,0.48418,1.02792,0.0012278,0.0012278,0.0012278
41,125.752,1.00819,0.51888,0.94306,0.98863,1,0.98763,0.67893,1.19862,0.48017,1.02395,0.001208,0.001208,0.001208
42,129.064,1.00792,0.49785,0.92651,0.98743,1,0.99005,0.67864,1.16392,0.47209,1.01279,0.0011882,0.0011882,0.0011882
43,132.365,1.022,0.49197,0.92845,0.98789,1,0.99037,0.67614,1.17318,0.4701,1.01363,0.0011684,0.0011684,0.0011684
44,135.113,0.99198,0.49326,0.93374,0.98797,1,0.99037,0.67513,1.19824,0.46728,1.01799,0.0011486,0.0011486,0.0011486
45,137.897,0.94712,0.46554,0.92321,0.98846,1,0.99089,0.69035,1.16812,0.48037,1.0129,0.0011288,0.0011288,0.0011288
46,140.673,0.9767,0.46661,0.93388,0.9888,1,0.99184,0.67206,1.18728,0.47699,1.02012,0.001109,0.001109,0.001109
47,144.404,0.9781,0.47894,0.92539,0.98873,1,0.99058,0.68463,1.16124,0.45318,1.00798,0.0010892,0.0010892,0.0010892
48,147.247,0.93625,0.46571,0.92247,0.98856,1,0.98711,0.67204,1.19165,0.49379,1.01294,0.0010694,0.0010694,0.0010694
49,149.915,0.98833,0.47223,0.93318,0.98853,1,0.98689,0.67747,1.1877,0.47314,1.0171,0.0010496,0.0010496,0.0010496
50,152.578,0.97226,0.46989,0.92143,0.98884,1,0.98721,0.66716,1.22529,0.46987,1.03006,0.0010298,0.0010298,0.0010298
51,155.762,0.96386,0.46345,0.92452,0.98945,0.99807,0.98784,0.67982,1.18972,0.47231,1.01986,0.00101,0.00101,0.00101
52,159.004,0.9523,0.4559,0.91721,0.98687,1,0.99363,0.68356,1.18554,0.46299,1.02554,0.0009902,0.0009902,0.0009902
53,161.688,0.99871,0.46828,0.94523,0.98802,1,0.99226,0.69357,1.16447,0.45638,1.01377,0.0009704,0.0009704,0.0009704
54,164.371,0.96443,0.4545,0.91305,0.98803,1,0.991,0.68715,1.1692,0.45636,1.0178,0.0009506,0.0009506,0.0009506
55,166.922,0.99656,0.46654,0.94164,0.98864,1,0.99089,0.68784,1.16495,0.44871,1.01492,0.0009308,0.0009308,0.0009308
56,170.523,0.98855,0.45618,0.92636,0.98861,1,0.99174,0.6786,1.21139,0.46209,1.0269,0.000911,0.000911,0.000911
57,173.789,0.96917,0.46693,0.92721,0.98871,1,0.99132,0.68132,1.18228,0.46343,1.01639,0.0008912,0.0008912,0.0008912
58,176.494,0.94313,0.45706,0.91284,0.98852,1,0.99037,0.6673,1.22273,0.4524,1.03685,0.0008714,0.0008714,0.0008714
59,179.272,0.97846,0.45885,0.93336,0.98858,1,0.99268,0.68746,1.16448,0.44871,1.0114,0.0008516,0.0008516,0.0008516
60,182.304,0.98319,0.46072,0.93247,0.9885,1,0.99226,0.67952,1.19577,0.46197,1.01891,0.0008318,0.0008318,0.0008318
61,185.737,0.94127,0.43804,0.91485,0.98869,1,0.99132,0.69178,1.19178,0.46127,1.01232,0.000812,0.000812,0.000812
62,188.525,0.94912,0.44972,0.91543,0.98868,1,0.989,0.68675,1.16654,0.45043,1.00119,0.0007922,0.0007922,0.0007922
63,191.25,0.94435,0.43626,0.91409,0.98873,1,0.98942,0.69015,1.16994,0.44362,1.01281,0.0007724,0.0007724,0.0007724
64,193.924,0.93949,0.43705,0.91235,0.9888,1,0.98753,0.68767,1.16397,0.46414,1.00394,0.0007526,0.0007526,0.0007526
65,197.488,0.94429,0.44246,0.9079,0.98879,1,0.98658,0.68055,1.16048,0.43812,1.00693,0.0007328,0.0007328,0.0007328
66,200.652,0.96186,0.43579,0.92767,0.98874,1,0.98816,0.67479,1.17069,0.43801,1.01292,0.000713,0.000713,0.000713
67,203.369,0.93118,0.43232,0.91626,0.98874,1,0.98911,0.68981,1.1613,0.43836,1.00253,0.0006932,0.0006932,0.0006932
68,206.025,0.95246,0.43452,0.91201,0.98879,1,0.98784,0.70364,1.16665,0.45231,1.01219,0.0006734,0.0006734,0.0006734
69,208.817,0.91421,0.42094,0.90404,0.9887,1,0.98721,0.70707,1.16627,0.43949,1.0187,0.0006536,0.0006536,0.0006536
70,212.399,0.92583,0.42472,0.92003,0.98832,1,0.98605,0.70159,1.18036,0.44006,1.01914,0.0006338,0.0006338,0.0006338
71,215.067,0.94991,0.43187,0.91481,0.98832,1,0.98584,0.69462,1.15886,0.43606,1.01151,0.000614,0.000614,0.000614
72,217.623,0.92041,0.42574,0.91173,0.98856,1,0.98574,0.69024,1.18735,0.43697,1.02032,0.0005942,0.0005942,0.0005942
73,220.293,0.91012,0.41805,0.90896,0.98866,1,0.98616,0.68577,1.20424,0.44717,1.01954,0.0005744,0.0005744,0.0005744
74,223.492,0.95389,0.4341,0.927,0.98871,1,0.98616,0.68803,1.17356,0.44046,1.0097,0.0005546,0.0005546,0.0005546
75,226.607,0.90406,0.40975,0.91124,0.98868,1,0.98574,0.67607,1.19484,0.43408,1.02374,0.0005348,0.0005348,0.0005348
76,229.382,0.89909,0.41025,0.91332,0.9886,1,0.98879,0.70107,1.15518,0.43602,1.00609,0.000515,0.000515,0.000515
77,231.964,0.91325,0.41684,0.90944,0.98862,1,0.99058,0.71015,1.14582,0.44002,1.00201,0.0004952,0.0004952,0.0004952
78,234.624,0.88225,0.41034,0.91296,0.98826,1,0.991,0.70325,1.16517,0.42193,1.01572,0.0004754,0.0004754,0.0004754
79,237.961,0.91573,0.41191,0.92341,0.98847,1,0.99142,0.71038,1.16118,0.42387,1.01532,0.0004556,0.0004556,0.0004556
80,241.201,0.92927,0.42604,0.91603,0.98863,1,0.99037,0.71395,1.14581,0.4226,1.00699,0.0004358,0.0004358,0.0004358
81,243.808,0.928,0.41834,0.92281,0.98866,1,0.98921,0.71254,1.16438,0.42034,1.011,0.000416,0.000416,0.000416
82,246.31,0.91469,0.40844,0.92423,0.98862,1,0.98763,0.69556,1.16882,0.41728,1.01299,0.0003962,0.0003962,0.0003962
83,249.42,0.89149,0.40429,0.90757,0.9886,1,0.98826,0.70611,1.15456,0.41711,1.00873,0.0003764,0.0003764,0.0003764
84,253.185,0.90657,0.40687,0.9197,0.9888,1,0.98974,0.71079,1.15885,0.4115,1.01021,0.0003566,0.0003566,0.0003566
85,255.831,0.8807,0.39356,0.90719,0.98881,1,0.99026,0.70586,1.17126,0.41043,1.01456,0.0003368,0.0003368,0.0003368
86,258.541,0.87723,0.39098,0.91382,0.98877,1,0.99089,0.71107,1.16217,0.41067,1.01004,0.000317,0.000317,0.000317
87,261.131,0.8717,0.39331,0.89993,0.98876,1,0.99047,0.71247,1.17343,0.42181,1.01295,0.0002972,0.0002972,0.0002972
88,264.23,0.87644,0.39608,0.89138,0.98879,1,0.98942,0.70537,1.18258,0.43121,1.01816,0.0002774,0.0002774,0.0002774
89,267.735,0.86503,0.39157,0.90281,0.98878,1,0.989,0.70738,1.17749,0.42776,1.01516,0.0002576,0.0002576,0.0002576
90,270.459,0.90638,0.39759,0.91268,0.9887,1,0.98837,0.70125,1.17436,0.41444,1.01284,0.0002378,0.0002378,0.0002378
91,274.602,0.86897,0.38208,0.90769,0.98872,1,0.98753,0.70233,1.17127,0.40866,1.00945,0.000218,0.000218,0.000218
92,278.213,0.84726,0.37952,0.91183,0.9887,1,0.98816,0.69443,1.17354,0.41036,1.01064,0.0001982,0.0001982,0.0001982
93,281.658,0.8504,0.37453,0.91143,0.98872,1,0.98826,0.70099,1.17437,0.40363,1.01291,0.0001784,0.0001784,0.0001784
94,284.284,0.84253,0.36877,0.90561,0.98875,1,0.98963,0.70323,1.16257,0.40268,1.01258,0.0001586,0.0001586,0.0001586
95,286.759,0.85827,0.36846,0.91105,0.98876,1,0.99016,0.69738,1.15354,0.40273,1.01091,0.0001388,0.0001388,0.0001388
