number,value,datetime_start,datetime_complete,duration,params_color_p,params_disk_size,params_length_max,params_length_min,params_min_threshold,params_no_object_threshold,params_pp_circle,params_pp_square,params_radius_max,params_radius_min,state
82,0.9027777777777778,2026-04-17 14:47:24.585850,2026-04-17 14:50:53.534897,0 days 00:03:28.949047,0.6430589433990171,6,103.68378846291158,87.09715186370146,83.90989585584063,905.1444632160003,0.8369207346798724,0.5650687147472584,52.216739697770265,32.441954453515415,COMPLETE
83,0.9042397660818714,2026-04-17 14:47:52.271155,2026-04-17 14:51:19.688690,0 days 00:03:27.417535,0.6419904818833536,6,101.64293701220205,87.23076459972145,83.4846214339152,911.7765852683694,0.8375309875018695,0.5614685758154857,51.94864902851164,33.255651851452804,COMPLETE
84,0.9042397660818714,2026-04-17 14:48:10.265761,2026-04-17 14:51:41.294464,0 days 00:03:31.028703,0.5642326218948368,6,103.75667664979656,87.4896668145124,83.72404987332544,913.7104988533006,0.8358306800818973,0.5616384298203287,53.55562652746607,33.31174699577043,COMPLETE
85,0.9013157894736842,2026-04-17 14:48:14.875647,2026-04-17 14:51:45.929130,0 days 00:03:31.053483,0.6534287619716116,6,101.24157288157397,87.17989746983329,83.47453817772525,923.5282141383345,0.8430084473921725,0.6255484501654185,51.44672939583902,33.378389900724954,COMPLETE
86,0.9042397660818714,2026-04-17 14:48:27.485612,2026-04-17 14:52:06.964650,0 days 00:03:39.479038,0.5616744827671861,6,103.86800972726054,87.3479250681764,83.27399462275564,921.9442790204278,0.8370733284942625,0.5616766541363607,51.946045224405346,33.36587621744013,COMPLETE
87,0.9049707602339181,2026-04-17 14:48:40.378957,2026-04-17 14:52:17.258663,0 days 00:03:36.879706,0.5692260423851239,6,103.76004026926466,87.33313385180084,83.59394418974429,903.1403498008849,0.8355534073303645,0.6248646160302949,52.13958192567545,32.66367512113171,COMPLETE
88,0.9071637426900585,2026-04-17 14:48:46.056963,2026-04-17 14:52:09.919016,0 days 00:03:23.862053,0.5636691494101174,6,101.65347566859786,87.21491444053171,84.53314764548374,900.2155984717741,0.8366635629215335,0.5620021364677228,53.525909504048805,33.18094474242537,COMPLETE
89,0.9064327485380117,2026-04-17 14:48:47.285216,2026-04-17 14:52:23.041492,0 days 00:03:35.756276,0.5756216501735,6,102.06365791121583,87.76584826631886,83.78868998689457,913.5968075835501,0.8360465951213073,0.6136188442281507,51.11955067765295,33.22884349247946,COMPLETE
90,0.9042397660818714,2026-04-17 14:48:52.506472,2026-04-17 14:52:28.034407,0 days 00:03:35.527935,0.5652838633086672,6,103.57171543773002,87.42426699152452,83.45990739159727,912.7355637049251,0.836154697469334,0.5610342574071229,51.22867614216762,33.24571538956992,COMPLETE
91,0.9057017543859649,2026-04-17 14:49:06.219340,2026-04-17 14:52:36.744205,0 days 00:03:30.524865,0.5674454422910413,6,101.67289651685381,87.73131292352232,83.33284932551913,900.0911937232263,0.836063121791395,0.6255667373170333,51.10404802256725,32.449028848124904,COMPLETE
