epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,61.7875,1.01448,0.81139,0.95794,0.94927,0.98719,0.98494,0.66779,1.22948,0.64371,1.0488,0.000738017,0.000738017,0.000738017
21,64.7761,1.02082,0.79162,0.95621,0.95305,0.98732,0.97807,0.66668,1.19795,0.6599,1.02963,0.000729018,0.000729018,0.000729018
22,68.2584,1.00072,0.82015,0.95172,0.95425,0.98653,0.98633,0.66509,1.18488,0.59734,1.03483,0.000720019,0.000720019,0.000720019
23,70.9802,1.03917,0.77047,0.9713,0.9761,0.98967,0.99399,0.67283,1.1914,0.61295,1.0325,0.00071102,0.00071102,0.00071102
24,73.704,1.0098,0.78799,0.96885,0.97834,0.97654,0.9945,0.68949,1.14874,0.59183,1.02479,0.000702021,0.000702021,0.000702021
25,76.3571,1.0134,0.78225,0.95375,0.9598,0.98785,0.99139,0.67093,1.17312,0.60911,1.03711,0.000693022,0.000693022,0.000693022
26,79.6925,1.06606,0.78228,0.97362,0.97142,0.98648,0.99189,0.65758,1.20568,0.58151,1.04721,0.000684022,0.000684022,0.000684022
27,82.8448,1.04984,0.75602,0.96585,0.98563,0.98343,0.99239,0.68301,1.16415,0.56645,1.02875,0.000675023,0.000675023,0.000675023
28,85.4734,1.0117,0.74746,0.95388,0.95974,0.9909,0.9867,0.67767,1.17778,0.58826,1.02567,0.000666024,0.000666024,0.000666024
29,88.0472,1.02567,0.75648,0.95364,0.97042,0.98523,0.99269,0.66971,1.18052,0.54933,1.02999,0.000657025,0.000657025,0.000657025
30,90.6445,1.00369,0.71044,0.94746,0.98004,0.98401,0.99139,0.68728,1.1861,0.55189,1.03414,0.000648026,0.000648026,0.000648026
31,94.236,1.00001,0.73414,0.9589,0.97786,0.98676,0.9908,0.69906,1.17258,0.55826,1.02528,0.000639027,0.000639027,0.000639027
32,97.0363,0.98949,0.72372,0.95357,0.97744,0.9836,0.99239,0.67429,1.19529,0.53678,1.03403,0.000630028,0.000630028,0.000630028
33,99.5995,0.98462,0.69825,0.93774,0.97183,0.98749,0.9929,0.68651,1.17413,0.54664,1.02557,0.000621029,0.000621029,0.000621029
34,102.237,0.99517,0.69194,0.96504,0.97738,0.98435,0.99399,0.67124,1.19738,0.55701,1.03994,0.00061203,0.00061203,0.00061203
35,105.373,0.97393,0.6836,0.94741,0.96856,0.983,0.98986,0.66669,1.20006,0.57943,1.03622,0.000603031,0.000603031,0.000603031
36,108.88,0.9792,0.70483,0.95121,0.979,0.98492,0.99218,0.66988,1.18306,0.56335,1.03739,0.000594031,0.000594031,0.000594031
37,111.438,0.96961,0.68775,0.95743,0.97134,0.98577,0.99239,0.67932,1.16427,0.56927,1.02622,0.000585032,0.000585032,0.000585032
38,114.039,0.95694,0.68491,0.94835,0.97897,0.98369,0.99157,0.6845,1.17686,0.55296,1.02829,0.000576033,0.000576033,0.000576033
39,116.645,0.98697,0.67127,0.95427,0.97615,0.97634,0.98852,0.67806,1.17791,0.56842,1.03656,0.000567034,0.000567034,0.000567034
40,120.053,0.93126,0.66757,0.93044,0.95887,0.98413,0.98065,0.6691,1.18063,0.56532,1.0374,0.000558035,0.000558035,0.000558035
41,123.016,0.9744,0.66984,0.95083,0.97396,0.98413,0.98695,0.68013,1.18869,0.55759,1.04538,0.000549036,0.000549036,0.000549036
42,125.649,0.9724,0.65366,0.93581,0.96008,0.98559,0.98849,0.68887,1.15708,0.54439,1.03772,0.000540037,0.000540037,0.000540037
43,128.207,0.9678,0.635,0.92794,0.97471,0.98299,0.99037,0.6905,1.15512,0.5234,1.02854,0.000531038,0.000531038,0.000531038
44,130.942,0.96687,0.6493,0.93575,0.97265,0.98062,0.99349,0.66293,1.18106,0.53779,1.03318,0.000522039,0.000522039,0.000522039
45,134.621,0.92594,0.63252,0.92955,0.9705,0.98081,0.99378,0.68881,1.16964,0.53241,1.02883,0.00051304,0.00051304,0.00051304
46,137.391,0.94881,0.61953,0.94595,0.97043,0.9867,0.99412,0.68735,1.15595,0.52263,1.03164,0.00050404,0.00050404,0.00050404
